NIT;FECHA_CORTE;EMPRESA;CIIU;TIPO_EMPRESA;TIPO EMPRESA_NOMBRE;CIUDAD;PERIODO;INGRESOS;COSTOS;GANANCIA_BRUTA;OTROS_ING;GASTOS;GASTOS_ADMON;OTROS_GASTOS;OTRAS_GANANCIAS;EBIT;ING_FIN;COSTOS_FIN;EBIT_SINIMPTO;IMPUESTO;UTILIDAD;UTILIDAD_CALCULADA
830025968;31/12/2023;AUTOMATIZACION AVANZADA SA;M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 18.096.965;$ 13.873.159;$ 4.223.806;$ 616.163;$ 1.446.833;$ 1.301.009;$ 105.817;$ 0;$ 1.986.310;$ 0;$ 1.556.080;$ 430.230;$ 167.476;$ 262.754;$ 262.754
830031855;31/12/2023;MSL DISTRIBUCIONES Y CIA SAS;G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 17.053.110;$ 9.623.753;$ 7.429.357;$ 56.037;$ 2.752.268;$ 2.316.248;$ 100.266;$ 0;$ 2.316.612;$ 58.792;$ 365.948;$ 2.009.456;$ 726.227;$ 1.283.229;$ 1.283.229
830032945;31/12/2023;HOTELES CHARLESTON SAS;I5511 - Alojamiento en hoteles;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 39.779.980;$ 30.095.652;$ 9.684.328;$ 0;$ 1.160.339;$ 8.592.140;0;$ 378.613;$ 310.462;$ 251.361;$ 169.607;$ 392.216;$ 133.560;$ 258.656;$ 258.656
830034128;31/12/2023;SEEL SA;M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 20.080.065;$ 15.064.348;$ 5.015.717;$ 0;$ 612.531;$ 1.214.091;$ 0;$ 0;$ 3.189.095;$ 488.834;$ 1.122.970;$ 2.554.959;$ 931.959;$ 1.623.000;$ 1.623.000
830035136;31/12/2023;ERASMUS SAS;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 26.718.040;$ 16.292.226;$ 10.425.814;$ 8.805;$ 5.334.429;$ 2.565.637;$ 30.106;$ 0;$ 2.504.447;$ 47.291;$ 1.032.003;$ 1.519.735;$ 696.813;$ 822.922;$ 822.922
830035843;31/12/2023;PROMOINVERSIONES SAGITAL S.A.;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 1.839.703;$ 0;$ 1.839.703;$ 269.139;$ 13.850;$ 571.428;$ 503.105;$ 0;$ 1.020.459;$ 4.281;$ 3.436;$ 1.021.304;$ 99.914;$ 921.390;$ 921.390
830037833;31/12/2023;PLASTICOS HERSON SAS;C2229 - Fabricación de artículos de plástico n.c.p.;7; EMPRESA UNIPERSONAL;BOGOTA D.C.;Periodo Anterior;$ 5.226.665;$ 4.278.520;$ 948.145;$ 353.578;$ 119.947;$ 553.809;$ 386.138;$ 62.095;$ 303.924;$ 2.750;0;$ 306.674;$ 6.209;$ 300.465;$ 300.465
830041207;31/12/2023;EMPSA LTD SAS;G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 4.015.493;$ 2.338.467;$ 1.677.026;$ 140.980;$ 684.891;$ 776.438;0;$ 800;$ 357.477;$ 133.602;$ 76.907;$ 414.172;$ 142.753;$ 271.419;$ 271.419
830041207;31/12/2023;EMPSA LTD SAS;G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 4.491.958;$ 2.633.422;$ 1.858.536;$ 277.190;$ 677.837;$ 796.639;0;$ 45.000;$ 706.250;$ 48.782;$ 167.430;$ 587.602;$ 196.333;$ 391.269;$ 391.269
830041711;31/12/2023;Colorcon Sucursal de Colombia;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 30.098.608;$ 22.914.714;$ 7.183.894;$ 71.438;$ 2.714.641;$ 2.249.760;$ 0;$ 0;$ 2.290.931;$ 4.763.349;$ 3.526.327;$ 3.527.953;$ 1.207.762;$ 2.320.191;$ 2.320.191
830041711;31/12/2023;Colorcon Sucursal de Colombia;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Anterior;$ 35.425.279;$ 26.102.113;$ 9.323.166;$ 21.362;$ 2.824.039;$ 2.317.021;$ 0;$ 0;$ 4.203.468;$ 1.228.078;$ 2.065.368;$ 3.366.178;$ 1.172.095;$ 2.194.083;$ 2.194.083
830042385;31/12/2023;KRYPTO CONSULTORIA SAS BIC;J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.229.283;$ 4.444.102;$ 1.785.181;$ 52.126;$ 579.210;$ 1.067.682;$ 44.100;$ 0;$ 146.315;$ 321.268;$ 397.648;$ 69.935;$ 29.022;$ 40.913;$ 40.913
830045306;31/12/2023;SECURITEC LTDA;N8020 - Actividades de servicios de sistemas de seguridad;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 1.036.436;$ 702.822;$ 333.614;$ 41.194;$ 8.524;$ 514.710;$ 5.898;$ 0;-$ 154.324;$ 1.087;$ 54.290;-$ 207.527;$ 71.357;-$ 278.884;-$ 278.884
830055442;31/12/2023;RENTASISTEMAS S.A.;N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 18.497.733;$ 8.380.933;$ 10.116.800;$ 48.417;$ 1.550.628;$ 1.570.030;$ 12.346;$ 116.005;$ 7.148.218;$ 10.683;$ 429.190;$ 6.729.711;$ 2.217.702;$ 4.512.009;$ 4.512.009
830055442;31/12/2023;RENTASISTEMAS S.A.;N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 18.243.305;$ 7.870.225;$ 10.373.080;$ 23.883;$ 1.409.857;$ 1.457.941;$ 46.882;$ 172.899;$ 7.655.182;$ 30.599;$ 506.763;$ 7.179.018;$ 1.787.792;$ 5.391.226;$ 5.391.226
830058608;31/12/2023;ARINDEC SAS;F4290 - Construcción de otras obras de ingeniería civil;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 8.697.403;$ 7.118.878;$ 1.578.525;$ 81.768;$ 178.767;$ 911.888;$ 61.424;$ 0;$ 508.214;$ 35.852;$ 380.081;$ 163.985;$ 95.484;$ 68.501;$ 68.501
830064419;31/12/2023;SOPORTE INTEGRAL EN TELECOMUNICACIONES SAS;J6190 - Otras actividades de telecomunicaciones;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 5.019.697;$ 4.007.135;$ 1.012.562;$ 103.975;$ 128.426;$ 874.060;$ 13.861;$ 0;$ 100.190;$ 150.911;$ 174.303;$ 76.798;$ 13.162;$ 63.636;$ 63.636
830064610;31/12/2023;S ARISTIZABAL SCAOtras actividades auxiliares de las actividades de servicios financieros n.c.p;K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.;5; SOCIEDAD EN COMANDITA POR ACCIONES;BOGOTA D.C.;Periodo Actual;$ 385.113;$ 370.394;$ 14.719;$ 6.148.716;$ 691;$ 1.274.315;$ 39.892;$ 196.000;$ 5.044.537;$ 1.097.868;$ 184.341;$ 5.958.064;$ 5.880;$ 5.952.184;$ 5.952.184
830065206;31/12/2023;CLA DE COLOMBIA S.A.S.;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.896.095;$ 1.522.386;$ 373.709;$ 273.628;$ 66.662;$ 447.481;$ 359.367;$ 0;-$ 226.173;$ 18.918;$ 17.426;-$ 224.681;$ 22.587;-$ 247.268;-$ 247.268
830068073;31/12/2023;MAGNOFARMA SAS EN REORGANIZACIÓN;C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 4.023.027;$ 2.776.974;$ 1.246.053;$ 12.155;$ 233.476;$ 713.159;$ 95.282;$ 0;$ 216.291;$ 0;$ 0;$ 216.291;$ 95.752;$ 120.539;$ 120.539
830071328;31/12/2023;INMOBILIARIA ROBERTO ESCALLON ESCALLON & CIA LTDA;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 1.640.553;$ 122.361;$ 1.518.192;$ 466.693;$ 113.384;$ 976.826;$ 636.640;$ 0;$ 258.035;$ 70.923;$ 9.758;$ 319.200;$ 79.084;$ 240.116;$ 240.116
830073033;31/12/2023;IMPORTADORA GORR SAS;G4742 - Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 20.922.200;$ 13.572.852;$ 7.349.348;$ 16.062;$ 3.835.914;$ 800.681;$ 327;$ 138.468;$ 2.866.956;$ 274.241;$ 324.136;$ 2.817.061;$ 1.025.609;$ 1.791.452;$ 1.791.452
830077985;31/12/2023;PAIS EMPRENDEDOR SAS;C1040 - Elaboración de productos lácteos;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 40.401.877;$ 31.918.434;$ 8.483.443;$ 673.716;$ 3.122.886;$ 2.882.008;$ 125.434;$ 425.000;$ 3.451.831;$ 681.492;$ 3.377.336;$ 755.987;$ 99.956;$ 656.031;$ 656.031
830082138;31/12/2023;AMERICANA DE TRACTOMULAS SAS;G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.954.508;$ 4.485.734;$ 2.468.774;$ 3.587;$ 587.538;$ 628.811;$ 274.422;$ 0;$ 981.590;$ 3.887;$ 455.913;$ 529.564;$ 262.484;$ 267.080;$ 267.080
830083878;31/12/2023;electricos y comunicaciones alfa sas;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 11.722.996;$ 9.463.618;$ 2.259.378;$ 187.458;$ 1.106.880;$ 659.607;$ 0;$ 0;$ 680.349;$ 223.205;$ 0;$ 903.554;$ 333.363;$ 570.191;$ 570.191
830083878;31/12/2023;electricos y comunicaciones alfa sas;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 11.817.666;$ 9.552.436;$ 2.265.230;$ 293.235;$ 994.294;$ 683.071;$ 0;$ 0;$ 881.100;$ 38.709;$ 0;$ 919.809;$ 329.410;$ 590.399;$ 590.399
830087330;31/12/2023;GLOBAL LOGISTICS OPERATIONS LTDA;M7020 - Actividades de consultoría de gestión;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 4.627.376;$ 3.134.013;$ 1.493.363;$ 82.616;$ 568.417;$ 620.918;$ 125.334;$ 37.156;$ 298.466;$ 57.100;$ 288.605;$ 66.961;$ 65.638;$ 1.323;$ 1.323
830091357;31/12/2023;CONSTUCTORA INMOBILIARIA  E INVERSIONES JOSE LIBARDO CARDONA Y Y CIA SAS;G4511 - Comercio de vehículos automotores nuevos;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 3.810.709;$ 2.615.689;$ 1.195.020;$ 247.698;$ 34.346;$ 1.435.975;$ 121.530;$ 786.011;$ 636.878;$ 0;$ 86.329;$ 550.549;$ 170.670;$ 379.879;$ 379.879
830091361;31/12/2023;CADENA TELKA SAS;G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 13.226.830;$ 7.581.898;$ 5.644.932;$ 41.773;$ 2.543.307;$ 520.824;$ 39.438;$ 0;$ 2.583.136;$ 887.994;$ 1.792.118;$ 1.679.012;$ 506.939;$ 1.172.073;$ 1.172.073
830092061;31/12/2023;HRC DE COLOMBIA SAS;I5511 - Alojamiento en hoteles;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.256.931;$ 1.808.444;$ 4.448.487;$ 62.759;$ 3.588.062;$ 368.923;$ 18.880;$ 0;$ 535.381;$ 12.943;$ 151.178;$ 397.146;$ 0;$ 397.146;$ 397.146
830096245;31/12/2023;DILMAR & CIA SAS;C2229 - Fabricación de artículos de plástico n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 9.469.642;$ 6.735.829;$ 2.733.813;$ 538;$ 597.101;$ 407.668;$ 94.800;$ 45.305;$ 1.680.087;$ 3.364;$ 79.757;$ 1.603.694;$ 592.759;$ 1.010.935;$ 1.010.935
830097536;31/12/2023;INDUSTRIAS PLASTICAS BOHORQUEZ SAS;C2221 - Fabricación de formas básicas de plástico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.388.326;$ 4.499.423;$ 1.888.903;$ 32.208;$ 152.870;$ 674.274;$ 116.601;$ 0;$ 977.366;$ 22.570;$ 575.437;$ 424.499;$ 134.566;$ 289.933;$ 289.933
830101528;31/12/2023;CI VIVID GREEN SAS;G4669 - Comercio al por mayor de otros productos n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 24.717.037;$ 22.850.785;$ 1.866.252;$ 49.164;$ 671.950;$ 1.049.311;$ 24.401;$ 830.762;$ 1.000.516;$ 2.512;$ 145.942;$ 857.086;$ 348.460;$ 508.626;$ 508.626
830102216;31/12/2023;PROCESOS Y SERVICIOS SAS;J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 65.526.952;$ 55.142.688;$ 10.384.264;$ 407.946;$ 0;$ 6.777.771;$ 784.971;$ 0;$ 3.229.468;$ 48.724;0;$ 3.278.192;$ 1.229.505;$ 2.048.687;$ 2.048.687
830102659;31/12/2023;EYS SOLUCIONES EMPRESARIALES IT SAS;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 15.239.622;$ 12.333.877;$ 2.905.745;$ 264.187;$ 1.266.469;$ 1.088.632;$ 271.213;$ 0;$ 543.618;$ 25.583;$ 207.289;$ 361.912;$ 173.955;$ 187.957;$ 187.957
830106416;31/12/2023;GRUPO SAKA SAS;C1410 - Confección de prendas de vestir, excepto prendas de piel;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 49.417.086;$ 33.285.323;$ 16.131.763;$ 202.189;$ 6.155.456;$ 3.316.179;$ 241.595;$ 698.429;$ 7.319.151;$ 1.232.221;$ 5.329.970;$ 3.221.402;$ 1.543.163;$ 1.678.239;$ 1.678.239
830106416;31/12/2023;GRUPO SAKA SAS;C1410 - Confección de prendas de vestir, excepto prendas de piel;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 43.364.089;$ 28.491.338;$ 14.872.751;$ 241.117;$ 5.065.566;$ 3.097.210;$ 539.585;$ 151.328;$ 6.562.835;$ 279.632;$ 3.551.607;$ 3.290.860;$ 1.340.340;$ 1.950.520;$ 1.950.520
830107411;31/12/2023;INVERSIONES RANGUN SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 777.606;$ 0;$ 777.606;$ 33.757;$ 7.851;$ 323.419;$ 569;$ 0;$ 479.524;$ 1.378;$ 164;$ 480.738;$ 168.360;$ 312.378;$ 312.378
830107817;31/12/2023;CC DISTRIBUCIONES FARMACEUTICAS LIMITADA;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 5.947.455;$ 5.566.775;$ 380.680;$ 32.845;$ 310.151;$ 422.965;$ 17.751;$ 0;-$ 337.342;$ 738.246;$ 227.506;$ 173.398;$ 67.186;$ 106.212;$ 106.212
830107817;31/12/2023;CC DISTRIBUCIONES FARMACEUTICAS LIMITADA;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 5.475.433;$ 5.065.100;$ 410.333;$ 20.491;$ 260.251;$ 331.311;$ 3.474;$ 0;-$ 164.212;$ 708.513;$ 191.507;$ 352.794;$ 138.774;$ 214.020;$ 214.020
830109862;31/12/2023;CRC OUTSOURCING SAS;M7010 - Actividades de administración empresarial;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 12.467.562;$ 2.311.000;$ 10.156.562;$ 198.604;$ 0;$ 9.442.955;$ 18.668;$ 0;$ 893.543;$ 0;$ 586.831;$ 306.712;$ 135.298;$ 171.414;$ 171.414
830113525;31/12/2023;RAHS INGENIERIA SAS;F4290 - Construcción de otras obras de ingeniería civil;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 3.491.501;$ 2.704.058;$ 787.443;$ 203.538;$ 252.132;$ 586.310;$ 18.298;$ 0;$ 134.241;$ 29.728;$ 396.200;-$ 232.231;-$ 57.085;-$ 175.146;-$ 175.146
830115484;31/12/2023;ESTUDIO ARQUITECTURA SAS;M7111 - Actividades de arquitectura;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 0;$ 1.735;-$ 1.735;$ 0;$ 0;$ 39.132;$ 31.840;$ 0;-$ 72.707;$ 0;$ 7.555;-$ 80.262;$ 0;-$ 80.262;-$ 80.262
830115484;31/12/2023;ESTUDIO ARQUITECTURA SAS;M7111 - Actividades de arquitectura;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 24.687;$ 56.000;-$ 31.313;$ 136.788;$ 0;$ 74.006;$ 24.367;$ 0;$ 7.102;$ 12;$ 13.359;-$ 6.245;$ 2.730;-$ 8.975;-$ 8.975
830115698;31/12/2023;VELBE Y CIA S EN CA;L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;5; SOCIEDAD EN COMANDITA POR ACCIONES;BOGOTA D.C.;Periodo Actual;$ 544.335;$ 0;$ 544.335;$ 77.304;$ 162.619;$ 417.654;$ 73.434;-$ 6.498;-$ 38.566;$ 36.886;0;-$ 1.680;$ 25.113;-$ 26.793;-$ 26.793
830116938;31/12/2023;FARMARED SAS;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 408.122;$ 273.856;$ 134.266;$ 0;$ 0;$ 123.091;$ 8.996;$ 0;$ 2.179;$ 18.741;0;$ 20.920;0;$ 20.920;$ 20.920
830117659;31/12/2023;FRC INGENIERIA SAS EN REORGANIZACION;C2824 - Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 12.445.642;$ 10.566.357;$ 1.879.285;$ 21.731;$ 514.298;$ 1.138.330;$ 333.690;$ 184.724;$ 99.422;$ 88.721;$ 57.537;$ 130.606;0;$ 130.606;$ 130.606
830122576;31/12/2023;METRICOM LIMITADA;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 5.307.268;$ 2.915.658;$ 2.391.610;$ 429;$ 1.279.926;$ 796.401;$ 1.155;-$ 44.492;$ 270.065;$ 539.428;$ 249.696;$ 559.797;$ 222.996;$ 336.801;$ 336.801
830122576;31/12/2023;METRICOM LIMITADA;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 5.152.619;$ 2.468.697;$ 2.683.922;$ 14.921;$ 1.278.332;$ 801.082;$ 3.520;-$ 20.369;$ 595.540;$ 193.446;$ 175.174;$ 613.812;$ 161.147;$ 452.665;$ 452.665
830125075;31/12/2023;BLINSECURITY DE COLOMBIA  LTDA;N8010 - Actividades de seguridad privada;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 142.880.300;$ 99.992.886;$ 42.887.414;$ 6.572.411;$ 4.338.403;$ 3.874.095;$ 0;$ 944.638;$ 42.191.965;$ 603.876;$ 14.361.989;$ 28.433.852;$ 11.397.429;$ 17.036.423;$ 17.036.423
830125075;31/12/2023;BLINSECURITY DE COLOMBIA  LTDA;N8010 - Actividades de seguridad privada;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 100.798.098;$ 70.170.567;$ 30.627.531;$ 5.750.924;$ 3.271.044;$ 3.805.721;$ 7.061.346;$ 866.180;$ 23.106.524;$ 333.907;$ 5.161.510;$ 18.278.921;$ 9.491.429;$ 8.787.492;$ 8.787.492
830128249;31/12/2023;INVERSIONES AGROPECUARIAS AUSTRALIA SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.466.474;$ 805.139;$ 661.335;$ 3.509;$ 79.053;$ 432.641;$ 25.715;-$ 5.051;$ 122.384;$ 5.474;$ 134.536;-$ 6.678;$ 59.606;-$ 66.284;-$ 66.284
830136162;31/12/2023;DICO TELECOMUNICACIONES SA;J6190 - Otras actividades de telecomunicaciones;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 86.830.631;$ 77.408.620;$ 9.422.011;$ 1.076.004;$ 1.208.250;$ 11.145.965;$ 855.091;-$ 163.658;-$ 2.874.949;$ 376.482;$ 3.320.276;-$ 5.818.743;0;-$ 5.818.743;-$ 5.818.743
830138127;31/12/2023;DISHIERROS SAS;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 68.012.232;$ 62.272.392;$ 5.739.840;$ 246.994;$ 560.086;$ 621.120;$ 634.197;$ 0;$ 4.171.431;$ 2.863;$ 460.714;$ 3.713.580;$ 1.299.753;$ 2.413.827;$ 2.413.827
830138958;31/12/2023;KUMON INSTITUTO DE EDUCACION DE COLOMBIA LTDA;P8559 - Otros tipos de educación n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 10.954.288;$ 1.517.458;$ 9.436.830;$ 24.142;$ 5.034.269;$ 3.010.090;0;-$ 112.988;$ 1.303.625;$ 74.009;$ 112.286;$ 1.265.348;$ 480.881;$ 784.467;$ 784.467
830138958;31/12/2023;KUMON INSTITUTO DE EDUCACION DE COLOMBIA LTDA;P8559 - Otros tipos de educación n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 9.681.688;$ 1.502.607;$ 8.179.081;$ 22.005;$ 4.413.286;$ 2.731.500;0;-$ 113.100;$ 943.200;$ 28.829;$ 150.811;$ 821.218;$ 385.768;$ 435.450;$ 435.450
830139018;31/12/2023;ESTRUCTURAS CONSTRUCCIONES Y VIAS LIMITADA-ECOVIAS LTDA;F4290 - Construcción de otras obras de ingeniería civil;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 1.546.184;$ 1.340.157;$ 206.027;$ 4.356;$ 0;$ 26.737;$ 15.012;$ 0;$ 168.634;$ 0;$ 0;$ 168.634;$ 60.439;$ 108.195;$ 108.195
830141348;31/12/2023;CONSTRUCTORA CONURBANA SAS;F4111 - Construcción de edificios residenciales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.213.101;$ 1.200.488;$ 12.613;$ 179.260;$ 2.592;$ 285.301;$ 3.360;$ 0;-$ 99.380;$ 88.417;$ 22.141;-$ 33.104;$ 29.224;-$ 62.328;-$ 62.328
830142877;31/12/2023;VISION OPTICAL RG LIMITADA;G4669 - Comercio al por mayor de otros productos n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 1.308.139;$ 494.856;$ 813.283;$ 0;$ 393.752;$ 627.321;$ 51.292;$ 0;-$ 259.082;$ 0;0;-$ 259.082;0;-$ 259.082;-$ 259.082
830143927;31/12/2023;ARKAS ASESORES SAS;H4923 - Transporte de carga por carretera;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.770.446;$ 402.000;$ 1.368.446;$ 402.000;$ 175.646;$ 1.584.826;$ 9.974;$ 175.728;$ 175.728;$ 0;$ 0;$ 175.728;0;$ 175.728;$ 175.728
830144557;31/12/2023;HARRYSA SOCIEDAD POR ACCIONES SIMPLIFICADA HARRYSA SAS;I5611 - Expendio a la mesa de comidas preparadas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 12.803.806;$ 4.312.382;$ 8.491.424;$ 380.069;$ 3.795.445;$ 843.231;$ 407.542;$ 0;$ 3.825.275;$ 5.414;$ 258.949;$ 3.571.740;$ 1.455.127;$ 2.116.613;$ 2.116.613
830146308;31/12/2023;INVERSIONES COMERFAR LTDA;N7740 - Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 2.386.095;$ 0;$ 2.386.095;$ 0;$ 0;$ 1.392.639;$ 0;$ 0;$ 993.456;$ 624.342;$ 42.576;$ 1.575.222;$ 563.902;$ 1.011.320;$ 1.011.320
